node_1|node_1_type|node_2|node_2_type|edge|chunk_id
conditions|condition|chelation therapy|service|may have serious adverse effects or harmful interactions|18b6f61ef8c74896a889472b2dc3e6e6
chelation therapy|service|megavitamins|documents|may have serious adverse effects or harmful interactions|18b6f61ef8c74896a889472b2dc3e6e6
megavitamins|documents|vitamins|concept|similar in nature and may interact with each other|18b6f61ef8c74896a889472b2dc3e6e6
vitamins|concept|supplements|documents|similar in nature and may interact with each other|18b6f61ef8c74896a889472b2dc3e6e6
supplements|documents|prescribed medications|service|may have harmful interactions|18b6f61ef8c74896a889472b2dc3e6e6
adhd treatments|concept|cam therapies|service|evidence-based and delayed due to exploration of CAM therapies|18b6f61ef8c74896a889472b2dc3e6e6
caregivers|person|clinicians|organization|can help each other in making thoughtful choices regarding CAM therapies|18b6f61ef8c74896a889472b2dc3e6e6
evidence-based behavioral interventions|"concept|documents"|cam therapies|"concept|documents"|can be used at the same time|f1763c94dada48b492f575cd853ae0e6
potentially harmful cam therapies|"concept|documents"|safer lifestyle therapies|"concept|documents"|can be redirected to|f1763c94dada48b492f575cd853ae0e6
prognosis in children with adhd|"concept|condition"|small cohort studies of male patients|"object|entity"|is derived from|f1763c94dada48b492f575cd853ae0e6
long-term follow-up of the multimodal treatment study of children with adhd (mta) study cohort|"concept|condition"|functioning during adolescence|"concept|condition"|suggests that is predicted by|f1763c94dada48b492f575cd853ae0e6
persistence of symptoms|"concept|condition"|functioning in early adulthood|"concept|condition"|is predicted by|f1763c94dada48b492f575cd853ae0e6
adhd|condition|symptoms|concept|ADHD is associated with symptoms|a51737f08cae49f4acb42c030fb771f5
remission|concept|recurrence|concept|remission and recurrence are intermittent periods in ADHD course|a51737f08cae49f4acb42c030fb771f5
adhd severity|concept|intelligence quotient|concept|ADHD severity is associated with intelligence quotient|a51737f08cae49f4acb42c030fb771f5
comorbidity|concept|mental health disorders|condition|comorbidity is associated with mental health disorders|a51737f08cae49f4acb42c030fb771f5
childhood|date|young adulthood|date|ADHD symptoms fluctuate between childhood and young adulthood|a51737f08cae49f4acb42c030fb771f5
remission|concept|sustained remission|concept|remission can be sustained|a51737f08cae49f4acb42c030fb771f5
recurrence|concept|fluctuating periods of remission and recurrence|concept|recurrence is associated with fluctuating periods of remission and recurrence|a51737f08cae49f4acb42c030fb771f5
adhd criteria|condition|40-50 percent of participants met adhd criteria at any given follow-up|concept|ADHD criteria are met by 40-50 percent of participants|a51737f08cae49f4acb42c030fb771f5
coexisting mental health disorders|condition|persistent adhd|condition|coexisting mental health disorders are associated with persistent ADHD|a51737f08cae49f4acb42c030fb771f5
adhd|condition|autism spectrum disorder|condition|new diagnosis for children who no longer met criteria for ADHD|4e328db2cba54994a946f85fe00bf164
adhd|condition|learning disorder|condition|new diagnosis for children who no longer met criteria for ADHD|4e328db2cba54994a946f85fe00bf164
adhd|condition|anxiety disorder|condition|new diagnosis for children who no longer met criteria for ADHD|4e328db2cba54994a946f85fe00bf164
adhd|condition|injury|object|Children with ADHD are at greater risk for incurring intentional and unintentional injury.|741e6f3a69494d669ae8debe3002334b
adhd|condition|unintentional injury|object|Individuals with ADHD were more likely to have at least one claim related to unintentional injury.|741e6f3a69494d669ae8debe3002334b
adhd|condition|mortality|concept|ADHD was independently associated with increased mortality in children, adolescents, and adults.|741e6f3a69494d669ae8debe3002334b
adhd-c|condition|suicide attempt|object|Those with ADHD-C were more likely to have attempted suicide during the 10-year follow-up.|741e6f3a69494d669ae8debe3002334b
adhd-c|condition|self-injury|object|Self-injury was also more common among females with ADHD-C than females with ADHD-I or controls.|741e6f3a69494d669ae8debe3002334b
females with adhd|entity|controls|entity|comparative group in a study|194aedc571284b2485b5978706332510
st imulant medications|documents|females with adhd -i or controls|entity|potential treatment for mitigating risk in females with ADHD|194aedc571284b2485b5978706332510
swedish national registers|location|individuals (age 6 to 24 years) with adhd|entity|source of data in a study|194aedc571284b2485b5978706332510
adhd pharmacotherapy|documents|two-year mortality risk from all-causes|condition|association between initiation of treatment and reduction in mortality risk|194aedc571284b2485b5978706332510
adhd pharmacotherapy|documents|unnatural causes such as suicide, accidental poisoning or injury|condition|association between initiation of treatment and reduction in unnatural mortality risk|194aedc571284b2485b5978706332510
adhd pharmacotherapy|documents|natural causes|condition|association between initiation of treatment and reduction in natural mortality risk|194aedc571284b2485b5978706332510
adolescents with adhd|entity|motor vehicle crashes|condition|increased likelihood of experiencing motor vehicle crashes|194aedc571284b2485b5978706332510
driver's license|service|motor vehicle crashes|condition|specific risk period following obtaining a driver's license|194aedc571284b2485b5978706332510
risky driving behaviors|concept|speeding|concept|related to|54486ef19a174c2b88c1e4d359be731a
risky driving behaviors|concept|not wearing a seatbelt|concept|related to|54486ef19a174c2b88c1e4d359be731a
risky driving behaviors|concept|alcohol and/or drug use|concept|related to|54486ef19a174c2b88c1e4d359be731a
driving licenses suspension/revocation|condition|adhd|condition|more likely to have|54486ef19a174c2b88c1e4d359be731a
driving performance improvement|concept|stimulant medication|service|improves with|54486ef19a174c2b88c1e4d359be731a
adhd|condition|impaired academic functioning|concept|Children with ADHD have impaired academic functioning.|323e46ff45c1476999ba02a5bd04b8da
impaired academic functioning|concept|lower achievement scores|concept|Impaired academic functioning is associated with lower achievement scores.|323e46ff45c1476999ba02a5bd04b8da
adhd|condition|substance use disorder|concept|Children with ADHD are at increased risk of substance use disorder.|323e46ff45c1476999ba02a5bd04b8da
conduct disorder (cd)|condition|substance use disorder|concept|Children with conduct disorder are at increased risk of substance use disorder.|323e46ff45c1476999ba02a5bd04b8da
oppositional defiant disorder (odd)|condition|substance use disorder|concept|Children with oppositional defiant disorder are at increased risk of substance use disorder.|323e46ff45c1476999ba02a5bd04b8da
children with adhd|entity|nicotine|concept|were at increased risk for using|bb2026c53270418588f745fb2603dae4
children with adhd|entity|nicotine dependence|condition|were at increased risk for developing|bb2026c53270418588f745fb2603dae4
children with adhd|entity|alcohol use disorder|condition|had a higher risk of having|bb2026c53270418588f745fb2603dae4
children with adhd|entity|marijuana|concept|were at increased risk for using|bb2026c53270418588f745fb2603dae4
children with adhd|entity|marijuana use disorder|condition|had a higher risk of having|bb2026c53270418588f745fb2603dae4
children with adhd|entity|cocaine use disorder|condition|had a higher risk of having|bb2026c53270418588f745fb2603dae4
children with adhd|entity|general illicit drug use|concept|were at increased risk for using|bb2026c53270418588f745fb2603dae4
adhd|condition|substance abuse|concept|has been associated with increased risk|4dbd88ca953045458a8ccc85540a8b13
impulsivity|concept|adhd|condition|is proposed as a mechanism for the association between ADHD and substance use|4dbd88ca953045458a8ccc85540a8b13
poor judgment|concept|adhd|condition|is proposed as a mechanism for the association between ADHD and substance use|4dbd88ca953045458a8ccc85540a8b13
biologic vulnerability|concept|adhd|condition|may be related to dopamine transmission and is proposed as a mechanism for the association between ADHD and substance use|4dbd88ca953045458a8ccc85540a8b13
stimulant treatment|concept|adhd|condition|has been found to have no effect on the risk of subsequent substance use disorders|4dbd88ca953045458a8ccc85540a8b13
medication for adhd|concept|subsequent substance use|concept|has been found to have no effect in a 2013 meta-analysis|4dbd88ca953045458a8ccc85540a8b13
medication for adhd|concept|substance abuse disorders|concept|has been found to have a reduced risk in a 2003 meta-analysis|4dbd88ca953045458a8ccc85540a8b13
adhd|concept|substance use|concept|There is no effect of medication for ADHD on subsequent substance use.|5dd2be2ade5e4268b6ab04f7c6ecba63
stimulant use|concept|cocaine or methamphetamine use|concept|There is no association between stimulant use and risk of subsequent cocaine or methamphetamine use.|5dd2be2ade5e4268b6ab04f7c6ecba63
prescription stimulant misuse|concept|cocaine or methamphetamine use|concept|Those who reported prescription stimulant misuse were more likely to have initiated cocaine or methamphetamine use compared with those who did not use stimulants at all.|5dd2be2ade5e4268b6ab04f7c6ecba63
adhd probands|concept|employment|concept|The rate of employment of ADHD probands did not differ from that of controls.|5dd2be2ade5e4268b6ab04f7c6ecba63
adhd probands|concept|employment status jobs|concept|Probands were reported to have lower status jobs and to|5dd2be2ade5e4268b6ab04f7c6ecba63
employed|condition|proband|entity|reported to have lower status jobs|f125e3a2c08044c6a2f39bbe50484e1c
proband|entity|controls|entity|perform poorly compared with controls when rated by their employers in various areas of work performance|f125e3a2c08044c6a2f39bbe50484e1c
adhd|condition|antisocial personality disorder (aspd)|condition|at increased risk to develop antisocial personality disorder and behaviors in adulthood|f125e3a2c08044c6a2f39bbe50484e1c
