source,target,edge,edge_type,value,color
dose,mydayis,"contains different doses,exists is same context",relation,16,#22dd22
dose,reduce the need to take multiple doses throughout the day,exists is same context,contextual proximity,2,#808080
dose,dexmethylphenidate,exists is same context,contextual proximity,2,#808080
dose,tips for using amphetamine-based medications,exists is same context,contextual proximity,3,#808080
dose,usage,"The different doses of Adderall are related to its usual usage, which is 1-2 times a day.,exists is same context",relation,11,#22dd22
doshi et al.,adhd,"Costs borne by family members of people with ADHD ranged from $33 – $43 billion.,exists is same context",relation,11,#22dd22
dosing,nortriptyline,exists is same context,contextual proximity,3,#808080
dosing,tricyclic antidepressant,exists is same context,contextual proximity,12,#808080
"double-blind, placebo-controlled trials",adhd,exists is same context,contextual proximity,2,#808080
"double-blind, placebo-controlled trials",adolescents and young adults with adhd,exists is same context,contextual proximity,2,#808080
"double-blind, placebo-controlled trials",behavioral regulation index of the brief-a,exists is same context,contextual proximity,2,#808080
"double-blind, placebo-controlled trials",short- and long-acting formulations of a-2 adrenergic agonists,examined effects on,relation,4,#22dd22
"double-blind, placebo-controlled trials",adolescence,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,28 adhd experts,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,adolescents and young adults with adhd,"led to a draft list of 46 QMs,exists is same context",relation,8,#22dd22
draft list of 46 qms,candidate qms,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,clinical and research experts,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,development of qms,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,existing guidelines for adult adhd,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,healthcare processes,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,multidisciplinary panel,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,outcomes,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,quality indicators,exists is same context,contextual proximity,2,#808080
draft list of 46 qms,quality measure,exists is same context,contextual proximity,4,#808080
draft list of 46 qms,us agency for healthcare research and quality (ahrq),exists is same context,contextual proximity,2,#808080
drd4,genomewide study,"validated in,exists is same context",relation,12,#22dd22
driver license suspensions,adhd,exists is same context,contextual proximity,5,#808080
driver license suspensions,emotional symptoms,exists is same context,contextual proximity,3,#808080
driver's license,adhd pharmacotherapy,exists is same context,contextual proximity,3,#808080
driver's license,motor vehicle crashes,"specific risk period following obtaining a driver's license,exists is same context",relation,6,#22dd22
driving and work performance,adverse effects,exists is same context,contextual proximity,2,#808080
driving and work performance,dextroamphetamine-amphetamine,exists is same context,contextual proximity,2,#808080
driving and work performance,maximum daily dose,exists is same context,contextual proximity,2,#808080
driving and work performance,dexmethylphenidate,exists is same context,contextual proximity,2,#808080
driving and work performance,stimulant medication,exists is same context,contextual proximity,3,#808080
driving licenses suspension/revocation,adhd,more likely to have,relation,4,#22dd22
driving licenses suspension/revocation,risky driving behaviors,exists is same context,contextual proximity,3,#808080
driving performance improvement,risky driving behaviors,exists is same context,contextual proximity,3,#808080
driving performance improvement,stimulant medication,improves with,relation,4,#22dd22
drowsiness,adjust the timing of the dose,exists is same context,contextual proximity,2,#808080
drowsiness,alpha agonists (clonidine and guanfacine),exists is same context,contextual proximity,3,#808080
drowsiness,atomoxetine,exists is same context,contextual proximity,3,#808080
drowsiness,adhd,exists is same context,contextual proximity,2,#808080
drowsiness,adhd,exists is same context,contextual proximity,3,#808080
drowsiness,avoid skipped doses,"Avoid skipped doses to manage drowsiness.,exists is same context",relation,6,#22dd22
drowsiness,central nervous system effects,exists is same context,contextual proximity,6,#808080
drowsiness,clonidine,exists is same context,contextual proximity,26,#808080
drowsiness,close monitoring by healthcare provider,exists is same context,contextual proximity,2,#808080
drowsiness,constipation,exists is same context,contextual proximity,2,#808080
drowsiness,consult with healthcare provider,exists is same context,contextual proximity,2,#808080
drowsiness,depression,exists is same context,contextual proximity,2,#808080
drowsiness,dizziness and lightheadedness,exists is same context,contextual proximity,4,#808080
drowsiness,dry mouth,exists is same context,contextual proximity,2,#808080
drowsiness,excessive tiredness,exists is same context,contextual proximity,2,#808080
drowsiness,fatigue,exists is same context,contextual proximity,4,#808080
drowsiness,good sleep habits,exists is same context,contextual proximity,2,#808080
drowsiness,gradually increase dose,"Start with very low doses and gradually increase to manage drowsiness.,exists is same context",relation,6,#22dd22
drowsiness,headache,exists is same context,contextual proximity,2,#808080
drowsiness,irritability,exists is same context,contextual proximity,4,#808080
drowsiness,hypotension,exists is same context,contextual proximity,2,#808080
drowsiness,monitor mood symptoms,exists is same context,contextual proximity,2,#808080
drowsiness,mood swings,exists is same context,contextual proximity,2,#808080
drowsiness,mood symptoms,exists is same context,contextual proximity,2,#808080
drowsiness,nausea,exists is same context,contextual proximity,2,#808080
drowsiness,orthostatic hypotension,exists is same context,contextual proximity,2,#808080
drowsiness,rebound effect,exists is same context,contextual proximity,2,#808080
drowsiness,sedation,exists is same context,contextual proximity,4,#808080
