source,target,edge,edge_type,value,color
emotional distress,state difﬁculties in emotion regulation scale (s- ders),exists is same context,contextual proximity,2,#808080
emotional distress,strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,2,#808080
emotional distress in adults,distress tolerance scale,exists is same context,contextual proximity,2,#808080
emotional distress in adults,emotional regulation difficulty in adults,exists is same context,contextual proximity,2,#808080
emotional distress in adults,expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
emotional distress in adults,frustration discomfort scale,exists is same context,contextual proximity,2,#808080
emotional distress in adults,state difﬁculties in emotion regulation scale (s- ders),exists is same context,contextual proximity,2,#808080
emotional distress in adults,strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,2,#808080
emotional domains,emotional dysregulation,exists is same context,contextual proximity,3,#808080
emotional domains,methylphenidate,"Adult patients with ADHD and emotional dysregulation showed more childhood ADHD symptoms, adult symptoms of ODD, and evidence of personality disorder, with improvement of emotional domains during treatment with methylphenidate,exists is same context",relation,10,#22dd22
emotional dysregulation,adhd,"is a core feature rather than an associated trait in ADHD,the remaining scales are either measures of executive functioning, emotional dysregulation broadly defined, or a broader conceptualization of ADHD,Emotional dysregulation in ADHD was being studied,is present in only a subset of individuals with ADHD,is a core component of,As per the Association for Child and Adolescent Mental Health (2018), emotional dysregulation is a key aspect of ADHD.,exists is same context",relation,94,#22dd22
emotional dysregulation,adhd diagnostic criteria,"Was one of the ADHD diagnostic criteria listed in DSM-II, but was moved to an associated feature status in DSM-III.,exists is same context",relation,7,#22dd22
emotional dysregulation,adhd index,exists is same context,contextual proximity,3,#808080
emotional dysregulation,adhd patients,"are prone to,are related as emotional dysregulation is a condition that affects ADHD patients,exists is same context",relation,13,#22dd22
emotional dysregulation,adhd symptoms,exists is same context,contextual proximity,36,#808080
emotional dysregulation,adhd treatment in adults,"Studies of emotional dysregulation and ADHD treatment in adults are consistent with studies in children.,exists is same context",relation,10,#22dd22
emotional dysregulation,adult adhd,exists is same context,contextual proximity,3,#808080
emotional dysregulation,adult adhd subjects,exists is same context,contextual proximity,2,#808080
emotional dysregulation,adult adhd symptoms,exists is same context,contextual proximity,2,#808080
emotional dysregulation,adult functional impairment,exists is same context,contextual proximity,3,#808080
emotional dysregulation,adults with adhd,"Adults with ADHD had very elevated levels of emotional dysregulation,exists is same context",relation,6,#22dd22
emotional dysregulation,aggression,exists is same context,contextual proximity,3,#808080
emotional dysregulation,aggression and emotional dysregulation scores,exists is same context,contextual proximity,2,#808080
emotional dysregulation,aggressive behavior,exists is same context,contextual proximity,5,#808080
emotional dysregulation,amygdala,exists is same context,contextual proximity,2,#808080
emotional dysregulation,anger control,"related to profiles of anger control in children,exists is same context",relation,6,#22dd22
emotional dysregulation,argumentative/defiant behavior and vindictiveness,exists is same context,contextual proximity,7,#808080
emotional dysregulation,asrs-5,exists is same context,contextual proximity,2,#808080
emotional dysregulation,atomoxetine,exists is same context,contextual proximity,5,#808080
emotional dysregulation,atomoxetine (atx),exists is same context,contextual proximity,4,#808080
emotional dysregulation,attention deficit/hyperactivity disorder (adhd),exists is same context,contextual proximity,6,#808080
emotional dysregulation,attention-deficit/hyperactivity disorder,"Emotional dysregulation in attention-deficit/hyperactivity disorder – implications for clinical recognition and intervention.,exists is same context",relation,11,#22dd22
emotional dysregulation,attention-deficit/hyperactivity disorder (adhd),exists is same context,contextual proximity,4,#808080
emotional dysregulation,attention-deﬁcit/hyperactivity disorder,exists is same context,contextual proximity,7,#808080
emotional dysregulation,autism spectrum disorder,exists is same context,contextual proximity,7,#808080
emotional dysregulation,"banachewski, t.",exists is same context,contextual proximity,3,#808080
emotional dysregulation,"baseline characteristics, initial response, and long-term response to treatment with methylphenidate",exists is same context,contextual proximity,2,#808080
emotional dysregulation,behavior,exists is same context,contextual proximity,2,#808080
emotional dysregulation,behavioral impairments,exists is same context,contextual proximity,3,#808080
emotional dysregulation,behaviorrating inventory of executive function-adult version self-report (brief-a),exists is same context,contextual proximity,3,#808080
emotional dysregulation,bipolar disorder,exists is same context,contextual proximity,7,#808080
emotional dysregulation,borderline personality disorder,exists is same context,contextual proximity,7,#808080
emotional dysregulation,brief-a,exists is same context,contextual proximity,3,#808080
emotional dysregulation,cbcl,exists is same context,contextual proximity,2,#808080
emotional dysregulation,cbt,exists is same context,contextual proximity,2,#808080
emotional dysregulation,cgiels,exists is same context,contextual proximity,7,#808080
emotional dysregulation,chaotic lifestyle,exists is same context,contextual proximity,3,#808080
